No,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,pm2.5,pm2.5_pre
21393,10,21,1002,NW,4.02,0,0,8,8
21394,6,24,1002,NW,8.94,0,0,13,13
21395,4,25,1002,NW,12.07,0,0,14,14
21396,3,26,1001,NW,13.86,0,0,9,9
21397,3,27,1001,cv,1.79,0,0,6,6
21398,4,26,1001,SE,3.13,0,0,7,7
21399,3,25,1001,cv,3.13,0,0,10,10
21400,0,29,1000,NW,8.05,0,0,10,10
21401,-2,29,1000,NW,16.1,0,0,6,6
21402,-2,29,999,NW,21.02,0,0,2,2
21403,-2,29,999,NW,24.15,0,0,1,1
21404,-2,28,998,cv,1.79,0,0,7,7
21405,1,26,999,SE,4.02,0,0,18,18
21406,5,24,999,SE,8.04,0,0,18,18
21407,7,24,999,SE,12.06,0,0,20,20
21408,6,24,999,SE,16.98,0,0,21,21
21409,5,23,999,SE,25.03,0,0,26,26
21410,5,22,999,SE,32.18,0,0,27,27
21411,6,21,999,NW,3.13,0,0,30,30
21412,8,16,999,cv,0.89,0,0,33,33
21413,10,13,999,NW,1.79,0,0,34,34
21414,11,14,999,cv,0.89,0,0,37,37
21415,12,16,1000,NW,0.89,0,0,33,33
21416,12,20,1000,cv,0.89,0,0,54,54
21417,10,22,1000,NE,1.79,0,0,52,52
21418,9,24,999,cv,0.89,0,0,38,38
21419,7,27,998,SE,1.79,0,0,31,31
21420,4,30,997,SE,4.92,0,0,13,13
21421,0,32,996,NW,8.05,0,0,8,8
21422,2,32,996,SE,5.81,0,0,15,15
21423,2,32,995,SE,11.62,0,0,12,12
21424,2,33,994,SE,15.64,0,0,16,16
21425,2,33,994,NW,4.02,0,0,9,9
21426,2,33,994,SE,4.02,0,0,13,13
21427,1,32,994,NW,4.92,0,0,12,12
21428,3,30,994,NW,8.94,0,0,12,12
21429,6,25,995,cv,0.89,0,0,12,12
21430,10,21,995,SE,0.89,0,0,22,22
21431,10,24,996,SE,2.68,0,0,68,68
21432,12,21,996,SE,5.81,0,0,75,75
21433,12,20,995,cv,0.89,0,0,60,60
21434,12,17,995,NE,1.79,0,0,75,75
21435,12,18,995,cv,0.89,0,0,81,81
21436,11,17,995,NE,1.79,0,0,71,71
21437,9,19,996,NE,4.92,0,0,44,44
21438,9,16,996,NW,3.13,0,0,23,23
21439,9,19,996,NW,6.26,0,0,23,23
21440,10,22,997,NW,9.39,0,0,24,24
21441,9,25,997,NW,13.41,0,0,13,13
21442,9,27,997,NW,16.54,0,0,11,11
21443,8,28,996,NE,4.92,0,0,7,7
21444,8,28,996,cv,3.13,0,0,4,4
21445,8,29,996,NE,4.02,0,0,3,3
21446,7,29,996,SE,3.13,0,0,4,4
21447,7,30,996,NW,1.79,0,0,6,6
21448,8,30,996,NE,1.79,0,0,7,7
21449,8,30,996,cv,1.79,0,0,6,6
21450,8,30,996,NE,1.79,0,0,5,5
21451,8,29,997,NE,3.58,0,0,3,3
21452,11,27,997,NE,5.37,0,0,15,15
21453,9,25,998,NE,9.39,0,0,23,23
21454,9,23,999,NE,14.31,0,0,10,10
21455,9,23,999,NE,18.33,0,0,11,11
21456,10,22,1000,NE,20.12,0,0,7,7
21457,10,21,1000,cv,0.89,0,0,11,11
21458,11,19,1000,NE,1.79,0,0,10,10
21459,13,20,1000,SE,1.79,0,0,15,15
21460,13,20,1000,cv,0.89,0,0,29,29
21461,13,19,1001,NE,0.89,0,0,58,58
21462,12,19,1000,cv,0.89,0,0,73,73
21463,13,19,1001,NE,1.79,0,0,96,96
21464,14,21,1000,SE,1.79,0,0,112,112
21465,14,22,1001,NE,3.13,0,0,130,130
21466,14,24,1001,NE,6.26,0,0,135,135
21467,14,23,1000,SE,3.13,0,0,152,152
21468,13,24,1000,NW,4.02,0,0,148,148
21469,14,26,999,NE,3.13,0,0,80,80
21470,13,26,999,SE,4.92,0,0,86,86
21471,14,27,998,SE,8.94,0,0,99,99
21472,15,26,998,SE,13.86,0,0,62,62
21473,14,25,998,SE,17.88,0,0,65,65
21474,13,25,999,SE,22.8,0,1,61,61
21475,13,25,999,SE,24.59,0,0,54,54
21476,13,24,999,NE,3.13,0,0,48,48
21477,17,20,1000,NE,4.92,0,1,60,60
21478,16,20,1001,NE,10.73,0,3,40,40
21479,15,20,1001,NE,16.54,0,0,36,36
21480,14,20,1002,NE,22.35,0,0,17,17
21481,14,20,1002,NE,27.27,0,0,17,17
21482,13,20,1002,NE,33.08,0,0,15,15
21483,13,19,1003,NE,37.1,0,0,12,12
21484,13,17,1003,NW,3.13,0,0,11,11
21485,13,17,1003,NW,6.26,0,0,13,13
21486,14,17,1003,NW,10.28,0,0,13,13
21487,14,19,1004,NW,12.07,0,0,16,16
21488,14,20,1005,NW,16.09,0,0,10,10
21489,14,20,1005,NW,20.11,0,0,14,14
21490,13,23,1004,NW,23.24,0,0,8,8
21491,14,23,1004,NE,3.13,0,0,5,5
21492,13,26,1004,NW,3.13,0,0,6,6
21493,13,26,1004,SE,3.13,0,0,7,7
21494,12,26,1004,NW,4.92,0,0,17,17
21495,11,28,1003,cv,3.13,0,0,8,8
21496,9,27,1003,NW,4.02,0,0,8,8
21497,11,27,1003,SE,3.13,0,0,7,7
21498,11,26,1003,NE,3.13,0,0,5,5
21499,12,25,1004,NE,6.26,0,0,6,6
21500,14,23,1005,NW,3.13,0,0,11,11
21501,15,20,1005,NW,6.26,0,0,10,10
21502,15,19,1006,NE,1.79,0,0,8,8
21503,15,19,1007,NW,3.13,0,0,7,7
21504,15,18,1007,NW,6.26,0,0,7,7
21505,14,19,1007,NW,8.05,0,0,11,11
21506,15,17,1007,cv,0.45,0,0,11,11
21507,15,17,1007,cv,0.9,0,0,21,21
21508,15,17,1007,NE,1.79,0,0,15,15
21509,14,16,1007,NW,3.13,0,0,9,9
21510,14,17,1007,NE,1.79,0,0,14,14
21511,15,18,1007,cv,0.89,0,0,16,16
21512,13,24,1007,NW,4.92,0,0,11,11
21513,13,25,1007,NW,9.84,0,0,12,12
21514,10,26,1007,NW,14.76,0,0,9,9
21515,11,26,1007,NW,19.68,0,0,6,6
21516,10,26,1007,NE,4.92,0,0,4,4
21517,10,27,1007,NW,1.79,0,0,12,12
21518,10,29,1006,NW,4.92,0,0,16,16
21519,10,29,1006,NW,8.94,0,0,6,6
21520,10,30,1005,NE,4.92,0,0,6,6
21521,10,29,1005,NE,8.05,0,0,6,6
21522,11,27,1005,NE,11.18,0,0,9,9
21523,11,27,1005,NW,4.92,0,0,NA,NA
21524,10,27,1005,NW,9.84,0,0,NA,NA
21525,10,25,1006,NW,15.65,0,0,NA,NA
21526,10,24,1006,NW,19.67,0,0,NA,NA
21527,10,24,1006,NW,22.8,0,0,NA,NA
21528,11,21,1006,NW,25.93,0,0,NA,NA
21529,12,19,1006,NW,29.06,0,0,16,16
21530,12,18,1006,NW,30.85,0,0,11,11
21531,13,17,1006,NW,32.64,0,0,31,31
21532,12,16,1006,NW,35.77,0,0,34,34
21533,13,16,1006,NW,37.56,0,0,31,31
21534,13,17,1006,NW,39.35,0,0,76,76
21535,15,20,1006,NW,42.48,0,0,37,37
21536,14,23,1007,NW,44.27,0,0,25,25
21537,13,26,1006,cv,0.89,0,0,16,16
21538,12,27,1006,cv,1.78,0,0,15,15
21539,11,29,1005,NW,3.13,0,0,15,15
21540,11,31,1005,cv,0.89,0,0,12,12
21541,10,33,1004,cv,2.68,0,0,11,11
21542,10,35,1003,cv,3.57,0,0,12,12
21543,10,35,1002,SE,3.13,0,0,12,12
21544,9,36,1002,cv,1.79,0,0,16,16
21545,9,34,1001,SE,4.02,0,0,17,17
21546,13,28,1003,NW,8.05,0,1,16,16
21547,14,28,1002,SE,1.79,0,0,21,21
21548,14,29,1003,cv,0.89,0,0,25,25
21549,16,25,1003,NE,1.79,0,0,29,29
21550,16,25,1005,NW,4.92,0,0,37,37
21551,15,27,1004,SE,4.02,0,1,38,38
21552,15,24,1004,SE,4.91,0,0,30,30
21553,16,20,1004,cv,0.89,0,0,35,35
21554,16,21,1004,cv,1.78,0,0,53,53
21555,17,19,1004,NW,3.13,0,0,58,58
21556,15,20,1004,cv,0.89,0,0,49,49
21557,16,20,1003,SE,1.79,0,0,43,43
21558,16,20,1004,cv,1.79,0,0,42,42
21559,17,20,1004,cv,2.24,0,0,38,38
21560,17,23,1004,NE,1.79,0,0,46,46
21561,16,25,1004,SE,1.79,0,0,49,49
21562,15,29,1003,cv,1.79,0,0,54,54
21563,15,29,1003,SE,1.79,0,0,65,65
21564,15,31,1002,SE,4.92,0,0,87,87
21565,13,34,1002,cv,0.89,0,0,111,111
21566,12,36,1001,SE,5.81,0,0,104,104
21567,12,37,1000,SE,10.73,0,0,127,127
21568,11,38,1000,SE,16.54,0,0,113,113
21569,10,38,999,SE,21.46,0,0,103,103
21570,10,37,1000,SE,24.59,0,0,96,96
21571,11,37,999,SE,27.72,0,0,96,96
21572,11,36,999,SE,32.64,0,0,93,93
21573,9,35,999,SE,36.66,0,0,96,96
21574,14,29,1000,cv,0.89,0,0,86,86
21575,14,27,1001,cv,1.78,0,0,79,79
21576,15,25,1001,cv,2.67,0,0,99,99
21577,13,29,1001,SE,1.79,0,0,101,101
21578,13,28,1001,SE,3.58,0,0,113,113
21579,14,27,1001,SE,5.37,0,0,111,111
21580,14,27,1000,SE,8.5,0,0,118,118
21581,15,25,1001,SE,10.29,0,0,116,116
21582,16,24,1001,NE,3.13,0,0,126,126
21583,16,24,1004,NW,3.13,0,0,133,133
21584,16,25,1003,SE,4.02,0,0,154,154
21585,17,26,1004,NW,4.02,0,0,144,144
21586,16,28,1003,SE,1.79,0,0,145,145
21587,17,29,1003,SE,4.92,0,0,151,151
21588,17,30,1002,SE,8.94,0,0,153,153
21589,16,29,1003,SE,12.07,0,0,155,155
21590,16,29,1002,SE,13.86,0,0,154,154
21591,17,31,1002,SE,17.88,0,0,160,160
21592,16,32,1001,SE,21.9,0,0,164,164
21593,17,31,1001,SE,25.03,0,0,202,202
21594,17,30,1001,cv,0.89,0,0,216,216
21595,18,29,1000,cv,1.78,0,0,232,232
21596,18,29,1002,SE,4.02,0,0,254,254
21597,17,28,1001,SE,8.04,0,0,255,255
21598,20,26,1003,SE,12.96,0,0,257,257
21599,19,25,1003,SE,16.98,0,0,305,305
21600,18,25,1003,SE,18.77,0,0,266,266
21601,18,24,1002,SE,20.56,0,0,259,259
21602,18,23,1003,SE,22.35,0,0,236,236
21603,17,23,1002,SE,25.48,0,0,219,219
21604,17,22,1002,SE,27.27,0,0,185,185
21605,17,22,1002,SE,30.4,0,0,164,164
21606,18,21,1002,SE,31.29,0,0,147,147
21607,18,21,1002,SE,33.08,0,0,139,139
21608,18,22,1002,cv,0.89,0,0,132,132
21609,18,24,1003,SE,1.79,0,0,140,140
21610,18,25,1002,cv,0.89,0,0,150,150
21611,18,26,1002,SE,1.79,0,0,135,135
21612,18,28,1001,SE,4.92,0,0,157,157
21613,18,29,1000,cv,3.13,0,0,NA,NA
21614,18,30,1000,SE,3.13,0,0,161,161
21615,19,30,999,SE,7.15,0,0,166,166
21616,19,30,998,SE,12.07,0,0,208,208
21617,20,30,998,SE,16.99,0,0,275,275
21618,20,28,998,SE,20.12,0,0,259,259
21619,20,28,998,SE,23.25,0,0,225,225
21620,20,27,999,SE,25.04,0,0,204,204
21621,21,27,1001,SE,26.83,0,1,228,228
21622,20,25,1001,SE,30.85,0,2,139,139
21623,19,24,1001,SE,32.64,0,3,117,117
21624,21,24,1001,SE,36.66,0,4,160,160
21625,21,23,1002,SE,40.68,0,0,277,277
21626,20,23,1002,SE,44.7,0,0,296,296
21627,20,22,1002,cv,0.89,0,0,287,287
21628,19,21,1002,cv,1.34,0,0,338,338
21629,18,20,1002,NW,0.89,0,0,289,289
21630,19,20,1002,cv,0.89,0,0,237,237
21631,19,21,1003,cv,1.34,0,0,NA,NA
21632,20,23,1003,SE,0.89,0,0,135,135
21633,18,24,1003,cv,0.45,0,0,111,111
21634,18,26,1003,cv,1.34,0,0,94,94
21635,18,27,1003,cv,3.13,0,0,82,82
21636,18,29,1003,cv,4.02,0,0,72,72
21637,18,28,1003,SE,3.13,0,0,83,83
21638,18,29,1003,cv,1.79,0,0,92,92
21639,19,30,1002,SE,3.13,0,0,101,101
21640,18,30,1001,SE,7.15,0,0,113,113
21641,18,31,1001,SE,12.07,0,0,130,130
21642,18,30,1001,SE,16.09,0,0,226,226
21643,18,29,1001,SE,19.22,0,0,306,306
21644,19,28,1001,SE,23.24,0,0,164,164
21645,19,27,1002,SE,26.37,0,0,175,175
21646,19,26,1003,SE,28.16,0,0,175,175
21647,19,26,1004,SE,31.29,0,0,171,171
21648,20,25,1004,SE,33.08,0,0,202,202
21649,20,24,1004,SE,36.21,0,0,185,185
21650,21,23,1004,SE,37.1,0,0,209,209
21651,21,23,1004,cv,0.89,0,0,214,214
21652,20,22,1004,cv,1.78,0,0,192,192
21653,20,21,1004,cv,2.67,0,0,191,191
21654,20,21,1005,cv,3.56,0,0,203,203
21655,19,21,1005,NE,0.89,0,0,293,293
21656,20,22,1005,cv,0.89,0,0,284,284
21657,19,25,1005,cv,1.78,0,0,193,193
21658,20,26,1005,SE,1.79,0,0,183,183
21659,18,28,1005,SE,4.92,0,0,165,165
21660,18,29,1005,SE,6.71,0,0,166,166
21661,18,30,1004,SE,8.5,0,0,153,153
21662,18,31,1003,cv,1.79,0,0,154,154
21663,18,31,1003,cv,3.58,0,0,153,153
21664,18,32,1002,cv,5.37,0,0,NA,NA
21665,19,31,1001,SE,1.79,0,0,163,163
21666,19,31,1001,cv,0.89,0,0,182,182
21667,19,30,1002,cv,1.78,0,0,230,230
21668,20,29,1001,SE,1.79,0,0,210,210
21669,20,28,1003,SE,4.92,0,0,183,183
21670,17,25,1004,SE,13.86,0,0,191,191
21671,18,23,1005,SE,21.01,0,1,60,60
21672,19,21,1004,SE,25.03,0,2,52,52
21673,19,20,1004,SE,28.16,0,3,NA,NA
21674,19,20,1004,SE,33.97,0,0,65,65
21675,19,20,1004,cv,0.89,0,1,71,71
21676,20,20,1004,NW,1.79,0,2,83,83
21677,19,20,1004,NW,4.92,0,0,84,84
21678,19,20,1004,SE,0.89,0,0,88,88
21679,20,21,1004,SE,2.68,0,0,86,86
21680,20,22,1005,cv,0.89,0,0,87,87
21681,20,23,1005,SE,3.13,0,0,85,85
21682,19,25,1005,SE,4.92,0,0,80,80
21683,19,25,1005,SE,8.05,0,0,61,61
21684,20,25,1005,SE,11.18,0,0,85,85
21685,20,25,1005,SE,14.31,0,0,110,110
21686,21,27,1004,SE,18.33,0,0,125,125
21687,21,27,1004,SE,21.46,0,0,156,156
21688,21,28,1003,SE,25.48,0,0,160,160
21689,21,28,1002,SE,29.5,0,0,165,165
21690,21,27,1002,SE,33.52,0,0,145,145
21691,21,26,1002,SE,37.54,0,0,148,148
21692,20,25,1004,SE,40.67,0,0,109,109
21693,20,25,1003,SE,43.8,0,0,98,98
21694,20,24,1003,SE,47.82,0,0,105,105
21695,20,24,1004,SE,50.95,0,0,111,111
21696,19,23,1004,SE,54.08,0,0,111,111
21697,20,23,1004,cv,0.89,0,0,127,127
21698,20,23,1003,cv,1.78,0,0,138,138
21699,20,22,1003,cv,2.23,0,0,146,146
21700,20,22,1003,cv,2.68,0,0,164,164
21701,20,21,1002,NW,1.79,0,0,173,173
21702,20,21,1002,cv,0.89,0,0,181,181
21703,20,22,1003,SE,1.79,0,0,187,187
21704,20,23,1003,SE,3.58,0,0,182,182
21705,21,24,1003,SE,6.71,0,0,159,159
21706,20,24,1003,SE,8.5,0,0,140,140
21707,20,24,1003,SE,11.63,0,0,136,136
21708,20,25,1003,SE,13.42,0,0,138,138
21709,20,25,1002,SE,17.44,0,0,142,142
21710,20,25,1002,SE,20.57,0,0,152,152
21711,20,25,1002,SE,23.7,0,0,165,165
21712,21,25,1001,cv,0.89,0,0,167,167
21713,21,26,1001,SE,1.79,0,0,173,173
21714,21,26,1000,cv,0.89,0,0,178,178
21715,22,26,1001,cv,1.78,0,0,190,190
21716,22,26,1001,SE,1.79,0,0,189,189
21717,22,26,1002,cv,0.89,0,0,205,205
21718,22,26,1002,SE,1.79,0,0,218,218
21719,23,24,1003,SE,6.71,0,1,224,224
21720,23,24,1002,cv,0.89,0,2,101,101
21721,22,23,1002,SE,1.79,0,0,186,186
21722,22,23,1002,cv,0.89,0,0,249,249
21723,22,23,1001,SE,1.79,0,0,NA,NA
21724,21,23,1001,SE,4.92,0,0,238,238
21725,21,23,1001,SE,6.71,0,0,229,229
21726,21,23,1001,SE,9.84,0,0,215,215
21727,21,23,1002,SE,13.86,0,0,170,170
21728,21,23,1002,SE,18.78,0,0,166,166
21729,21,23,1002,SE,22.8,0,0,162,162
21730,21,24,1002,SE,26.82,0,0,145,145
21731,20,24,1002,SE,30.84,0,0,127,127
21732,20,24,1002,SE,33.97,0,0,132,132
21733,21,24,1003,SE,35.76,0,1,143,143
21734,22,23,1002,SE,37.55,0,2,163,163
21735,22,23,1002,cv,0.89,0,3,168,168
21736,23,24,1002,cv,1.78,0,4,130,130
21737,22,24,1002,cv,2.67,0,5,140,140
21738,23,24,1002,SE,1.79,0,0,162,162
21739,22,24,1002,SE,4.92,0,1,196,196
21740,22,24,1003,SE,8.05,0,0,143,143
21741,22,23,1003,cv,0.89,0,0,140,140
21742,22,22,1004,SE,1.79,0,1,144,144
21743,21,22,1004,SE,3.58,0,2,144,144
21744,21,22,1004,cv,0.89,0,3,69,69
21745,21,21,1004,cv,1.78,0,4,75,75
21746,21,21,1004,cv,2.23,0,5,71,71
21747,21,21,1005,cv,3.12,0,6,70,70
21748,21,21,1005,NE,1.79,0,7,61,61
21749,20,20,1005,NE,4.92,0,8,73,73
21750,20,20,1005,SE,1.79,0,0,75,75
21751,20,20,1005,NE,1.79,0,0,86,86
21752,21,21,1006,cv,0.89,0,0,98,98
21753,21,22,1006,NW,1.79,0,0,94,94
21754,21,23,1006,cv,0.89,0,0,90,90
21755,21,24,1006,SE,1.79,0,0,76,76
21756,20,25,1006,SE,4.92,0,0,80,80
21757,21,26,1006,SE,8.94,0,0,91,91
21758,21,26,1006,SE,12.07,0,0,95,95
21759,21,26,1005,SE,16.09,0,0,101,101
21760,21,26,1005,SE,19.22,0,0,118,118
21761,20,26,1006,SE,22.35,0,0,135,135
21762,20,26,1006,SE,25.48,0,0,147,147
21763,21,26,1005,SE,29.5,0,0,131,131
21764,21,25,1006,SE,32.63,0,0,128,128
21765,21,25,1007,SE,35.76,0,0,88,88
21766,21,24,1007,SE,37.55,0,0,60,60
21767,22,24,1008,SE,40.68,0,0,62,62
21768,21,24,1008,SE,43.81,0,0,73,73
21769,21,24,1008,SE,46.94,0,0,64,64
21770,21,23,1008,SE,50.96,0,0,132,132
21771,20,23,1008,SE,54.98,0,0,138,138
21772,20,23,1008,SE,58.11,0,0,131,131
21773,19,23,1009,cv,0.89,0,0,131,131
21774,20,22,1009,cv,1.78,0,1,134,134
21775,20,22,1010,SE,1.79,0,0,127,127
21776,20,23,1010,cv,0.89,0,0,116,116
21777,20,23,1010,SE,1.79,0,0,120,120
21778,20,23,1011,SE,4.92,0,0,111,111
21779,20,24,1011,SE,6.71,0,0,108,108
21780,21,26,1010,SE,8.5,0,0,107,107
21781,21,25,1010,SE,10.29,0,0,115,115
21782,21,25,1010,SE,13.42,0,0,118,118
21783,22,27,1010,NE,1.79,0,0,121,121
21784,22,27,1009,SE,3.13,0,0,150,150
21785,21,28,1009,SE,7.15,0,0,149,149
21786,22,27,1009,SE,10.28,0,0,131,131
21787,22,26,1010,SE,12.07,0,0,126,126
21788,21,25,1010,SE,15.2,0,0,100,100
21789,21,24,1011,SE,16.99,0,0,59,59
21790,21,24,1011,SE,20.12,0,0,57,57
21791,21,24,1012,SE,23.25,0,0,47,47
21792,21,23,1012,SE,26.38,0,0,44,44
21793,20,22,1012,SE,27.27,0,0,48,48
21794,20,22,1012,SE,29.06,0,0,51,51
21795,20,21,1012,SE,29.95,0,0,66,66
21796,19,21,1012,cv,0.89,0,0,77,77
21797,20,21,1013,cv,1.78,0,0,110,110
21798,20,21,1013,cv,2.23,0,0,127,127
21799,21,21,1013,cv,3.12,0,0,130,130
21800,20,24,1014,SE,1.79,0,0,139,139
21801,19,24,1014,SE,3.58,0,0,111,111
21802,19,25,1013,SE,6.71,0,0,96,96
21803,18,26,1013,SE,9.84,0,0,62,62
21804,18,27,1013,SE,12.97,0,0,51,51
21805,18,27,1012,cv,1.79,0,0,44,44
21806,18,28,1012,SE,3.13,0,0,58,58
21807,18,28,1011,cv,1.79,0,0,63,63
21808,18,28,1011,SE,3.13,0,0,70,70
21809,18,27,1011,SE,6.26,0,0,72,72
21810,18,27,1011,SE,9.39,0,0,46,46
21811,18,26,1010,SE,12.52,0,0,31,31
21812,18,25,1011,SE,16.54,0,0,36,36
21813,18,25,1011,SE,18.33,0,0,39,39
21814,19,24,1011,SE,20.12,0,0,51,51
21815,18,24,1012,SE,21.91,0,0,41,41
21816,19,23,1012,SE,23.7,0,0,34,34
21817,19,23,1011,SE,25.49,0,0,34,34
21818,19,22,1011,SE,26.38,0,0,43,43
21819,19,22,1011,SE,28.17,0,0,51,51
21820,19,22,1011,SE,29.96,0,0,59,59
21821,19,22,1010,SE,31.75,0,1,59,59
21822,19,21,1010,SE,33.54,0,2,53,53
21823,19,21,1011,SE,34.43,0,3,52,52
21824,20,21,1011,cv,0.89,0,4,63,63
21825,20,21,1011,SE,1.79,0,5,60,60
21826,19,20,1011,SE,3.58,0,6,74,74
21827,20,21,1011,SE,5.37,0,7,86,86
21828,20,21,1011,SE,7.16,0,8,89,89
21829,20,21,1010,SE,8.95,0,9,84,84
21830,20,22,1010,SE,10.74,0,0,106,106
21831,20,22,1009,cv,0.89,0,1,128,128
21832,20,23,1009,NE,1.79,0,0,174,174
21833,21,23,1008,NE,3.58,0,0,208,208
21834,21,23,1008,SE,1.79,0,0,194,194
21835,21,22,1008,NE,0.89,0,1,218,218
21836,21,21,1008,NE,4.02,0,2,202,202
21837,21,22,1008,NE,4.91,0,3,178,178
21838,21,22,1008,SE,1.79,0,0,174,174
21839,21,22,1008,cv,0.89,0,1,175,175
21840,21,21,1008,SE,0.89,0,2,151,151
21841,21,21,1007,SE,2.68,0,3,129,129
21842,21,21,1007,cv,0.89,0,4,NA,NA
21843,21,21,1006,SE,1.79,0,5,109,109
21844,20,21,1005,SE,3.58,0,6,104,104
21845,21,21,1005,cv,0.89,0,7,118,118
21846,21,21,1005,cv,1.78,0,8,105,105
21847,20,20,1005,SE,1.79,0,9,91,91
21848,20,21,1005,SE,3.58,0,10,90,90
21849,20,21,1006,cv,0.89,0,11,72,72
21850,20,21,1005,SE,1.79,0,12,75,75
21851,20,21,1005,SE,3.58,0,0,74,74
21852,21,21,1005,SE,5.37,0,0,63,63
21853,21,22,1004,SE,7.16,0,0,61,61
21854,21,23,1004,SE,8.95,0,0,61,61
21855,21,24,1004,cv,0.89,0,0,59,59
21856,21,24,1003,SE,1.79,0,0,67,67
21857,21,24,1003,SE,3.58,0,0,69,69
21858,21,24,1003,SE,5.37,0,0,73,73
21859,21,24,1003,SE,7.16,0,0,72,72
21860,21,24,1004,SE,8.95,0,0,73,73
21861,20,24,1004,SE,10.74,0,0,81,81
21862,21,23,1004,cv,0.89,0,0,83,83
21863,21,23,1004,cv,1.78,0,0,98,98
21864,21,22,1004,SE,0.89,0,0,106,106
21865,21,22,1004,cv,0.89,0,0,110,110
21866,21,22,1004,SE,1.79,0,0,98,98
21867,21,22,1004,cv,0.89,0,0,104,104
21868,21,23,1004,NW,1.79,0,0,105,105
21869,21,22,1004,NW,3.58,0,0,97,97
21870,21,22,1004,NW,5.37,0,0,127,127
21871,21,22,1004,cv,0.89,0,0,128,128
21872,22,23,1004,NW,1.79,0,0,128,128
21873,22,25,1004,NW,4.92,0,0,100,100
21874,22,27,1004,NW,6.71,0,0,78,78
21875,22,29,1004,cv,0.89,0,0,70,70
21876,21,29,1004,NE,1.79,0,0,50,50
21877,18,32,1003,NW,1.79,0,0,36,36
21878,15,33,1003,cv,0.89,0,0,30,30
21879,16,34,1002,cv,1.78,0,0,24,24
21880,16,34,1002,cv,2.67,0,0,21,21
21881,16,34,1001,SE,3.13,0,0,27,27
21882,15,33,1001,SE,6.26,0,0,40,40
21883,19,31,1001,SE,12.07,0,0,40,40
21884,19,29,1002,SE,15.2,0,0,27,27
21885,19,29,1002,SE,19.22,0,0,42,42
21886,20,28,1002,SE,22.35,0,0,71,71
21887,20,27,1002,SE,26.37,0,0,69,69
21888,22,27,1002,SE,30.39,0,0,69,69
21889,22,26,1002,SE,34.41,0,0,77,77
21890,22,26,1002,SE,37.54,0,0,77,77
21891,22,24,1001,SE,39.33,0,0,90,90
21892,22,24,1001,cv,0.89,0,0,104,104
21893,22,23,1001,SE,1.79,0,0,112,112
21894,22,23,1001,SE,3.58,0,0,126,126
21895,22,23,1001,SE,5.37,0,0,131,131
21896,23,24,1001,SE,8.5,0,0,134,134
21897,23,25,1000,SE,11.63,0,0,135,135
21898,24,27,1000,SE,13.42,0,0,145,145
21899,24,28,1000,SE,15.21,0,0,138,138
21900,24,30,999,SE,18.34,0,0,140,140
21901,24,32,998,SE,21.47,0,0,137,137
21902,24,33,998,SE,24.6,0,0,129,129
21903,23,33,997,SE,29.52,0,0,NA,NA
21904,23,34,997,SE,33.54,0,0,133,133
21905,23,34,996,SE,37.56,0,0,140,140
21906,23,35,996,cv,1.79,0,0,121,121
21907,23,35,996,SE,3.13,0,0,122,122
21908,25,32,996,NE,1.79,0,0,NA,NA
21909,25,30,997,NE,4.92,0,0,120,120
21910,25,30,998,NE,6.71,0,0,192,192
21911,24,29,998,NE,9.84,0,0,199,199
21912,25,28,998,NW,3.13,0,0,205,205
21913,25,28,999,NW,6.26,0,0,200,200
21914,22,27,999,NE,3.13,0,0,178,178
21915,17,26,1000,NE,7.15,0,0,104,104
21916,16,25,1000,NE,10.28,0,0,84,84
21917,13,22,1000,NW,3.13,0,0,61,61
21918,14,21,1000,NW,6.26,0,0,38,38
21919,16,23,1000,cv,0.89,0,0,27,27
21920,15,26,1001,cv,1.34,0,0,17,17
21921,14,28,1001,NE,1.79,0,0,17,17
21922,13,31,1001,cv,0.89,0,0,19,19
21923,14,32,1000,NW,1.79,0,0,12,12
21924,15,32,999,NE,1.79,0,0,9,9
21925,13,34,998,NW,1.79,0,0,13,13
21926,11,34,997,cv,3.13,0,0,13,13
21927,12,35,996,cv,4.92,0,0,12,12
21928,14,35,996,SE,3.13,0,0,19,19
21929,14,35,996,cv,7.15,0,0,NA,NA
21930,13,34,995,SE,5.81,0,0,16,16
21931,14,33,995,SE,8.94,0,0,22,22
21932,13,32,996,SE,12.96,0,0,21,21
21933,13,32,996,SE,16.09,0,0,24,24
21934,17,29,997,SE,17.88,0,0,27,27
21935,16,29,997,SE,19.67,0,0,22,22
21936,14,30,997,SE,21.46,0,0,23,23
21937,17,25,997,cv,0.89,0,0,33,33
21938,18,23,996,cv,1.78,0,0,45,45
21939,18,23,996,NW,1.79,0,0,48,48
21940,18,21,996,NW,4.92,0,0,51,51
21941,18,21,996,NW,5.81,0,0,45,45
21942,18,20,997,NW,8.94,0,0,48,48
21943,19,22,997,NW,12.07,0,0,35,35
21944,20,25,997,NW,16.09,0,0,NA,NA
21945,19,29,997,NW,17.88,0,0,29,29
21946,17,30,997,NE,1.79,0,0,21,21
21947,15,32,997,NW,3.13,0,0,20,20
21948,15,33,997,NE,3.13,0,0,16,16
21949,15,34,996,NE,4.92,0,0,18,18
21950,16,35,996,NE,6.71,0,0,18,18
21951,15,35,995,SE,3.13,0,0,15,15
21952,16,35,995,cv,1.79,0,0,26,26
21953,15,35,995,SE,1.79,0,0,22,22
